binary_ohe__Gender_Male,binary_ohe__OverTime_Yes,binary_ohe__Attrition_Yes,ohe__EducationBackground_Life Sciences,ohe__EducationBackground_Marketing,ohe__EducationBackground_Medical,ohe__EducationBackground_Other,ohe__EducationBackground_Technical Degree,ohe__MaritalStatus_Married,ohe__MaritalStatus_Single,ohe__EmpDepartment_Development,ohe__EmpDepartment_Finance,ohe__EmpDepartment_Human Resources,ohe__EmpDepartment_Research & Development,ohe__EmpDepartment_Sales,ohe__EmpJobRole_Data Scientist,ohe__EmpJobRole_Delivery Manager,ohe__EmpJobRole_Developer,ohe__EmpJobRole_Finance Manager,ohe__EmpJobRole_Healthcare Representative,ohe__EmpJobRole_Human Resources,ohe__EmpJobRole_Laboratory Technician,ohe__EmpJobRole_Manager,ohe__EmpJobRole_Manager R&D,ohe__EmpJobRole_Manufacturing Director,ohe__EmpJobRole_Research Director,ohe__EmpJobRole_Research Scientist,ohe__EmpJobRole_Sales Executive,ohe__EmpJobRole_Sales Representative,ohe__EmpJobRole_Senior Developer,ohe__EmpJobRole_Senior Manager R&D,ohe__EmpJobRole_Technical Architect,ohe__EmpJobRole_Technical Lead,ohe__BusinessTravelFrequency_Travel_Frequently,ohe__BusinessTravelFrequency_Travel_Rarely,scaler__Age,scaler__DistanceFromHome,scaler__EmpHourlyRate,scaler__EmpLastSalaryHikePercent,scaler__ExperienceYearsAtThisCompany,scaler__ExperienceYearsInCurrentRole,scaler__NumCompaniesWorked,scaler__TotalWorkExperienceInYears,scaler__TrainingTimesLastYear,scaler__YearsSinceLastPromotion,scaler__YearsWithCurrManager,remainder__EmpEducationLevel,remainder__EmpEnvironmentSatisfaction,remainder__EmpJobInvolvement,remainder__EmpJobLevel,remainder__EmpJobSatisfaction,remainder__EmpRelationshipSatisfaction,remainder__EmpWorkLifeBalance
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8424774203712831,2.3078938857387166,1.3379782254664423,1.8233274467269218,0.40165961319364796,0.5231324045263861,0.5138921408540688,0.09205999596918552,-1.4376485965125256,-0.10624860726743034,0.949911040600859,4.0,3.0,3.0,1.0,4.0,1.0,3.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8361068534887502,-0.9945213590847658,1.2396083504045092,-0.34394718193923085,1.7176489609708852,0.7205171462656593,2.522429433612835,2.0852659552089947,-1.4376485965125256,0.7640663105312053,0.7822165099733523,2.0,2.0,2.0,3.0,1.0,4.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1781942751432897,1.9409588585361073,-0.23593977552448586,2.0942367753101907,0.5622691754677592,0.8914995868024942,-0.6912302348011908,-0.36791061000923186,0.15669427823811324,1.2731679012616228,0.949911040600859,1.0,3.0,3.0,1.0,3.0,4.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1718237082607568,-0.8722096833505628,-1.514748151329615,1.8233274467269218,0.40165961319364796,0.7205171462656593,-1.092937693352944,-0.36791061000923186,-0.6404771591372063,1.634381228329841,0.949911040600859,2.0,3.0,3.0,2.0,4.0,1.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.625816748172632,-0.3829629804137506,0.15753972472324618,1.2815087895603836,-0.935804276355192,-0.3644191610940013,-1.092937693352944,-1.1345282866399282,0.15669427823811324,0.4028529834629872,-0.281856995190024,1.0,1.0,3.0,1.0,3.0,4.0,3.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1781942751432897,-0.5052746561479536,1.0920535378116099,-0.34394718193923085,0.5622691754677592,0.8914995868024942,-0.6912302348011908,-0.36791061000923186,-0.6404771591372063,-0.10624860726743034,0.949911040600859,2.0,3.0,2.0,1.0,3.0,1.0,3.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8361068534887502,1.8186471828019042,-1.121268651081883,1.8233274467269218,-1.488698614387546,-1.7711551100586682,0.11218468230231556,1.3186482785782987,-2.234820033887845,-0.976563525066066,-1.6615420899740658,3.0,4.0,3.0,1.0,3.0,4.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8361068534887502,-0.8722096833505628,0.3050945373161457,-0.6148565105224999,0.8359047833446286,0.5231324045263861,-0.6912302348011908,-0.06126353935695343,1.7510371529887523,1.634381228329841,0.949911040600859,1.0,1.0,4.0,1.0,4.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1718237082607568,-0.9945213590847658,1.5839029131212747,0.7396901323938455,1.1647546229385308,1.0423167878706656,-1.092937693352944,0.5520306019476031,0.15669427823811324,1.2731679012616228,1.559632872173717,1.0,3.0,3.0,3.0,2.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.395634944775428,-0.9945213590847658,-1.4655632137986485,0.1978714752273073,-0.23923978916701666,-0.3644191610940013,-0.2895227762494376,-0.5212341453353716,-0.6404771591372063,-0.976563525066066,-0.281856995190024,3.0,3.0,3.0,1.0,1.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8424774203712831,-0.13833962894534452,-1.318008401205749,-0.6148565105224999,0.40165961319364796,0.8914995868024942,0.11218468230231556,-0.21458707468309265,0.15669427823811324,-0.976563525066066,0.949911040600859,1.0,3.0,1.0,2.0,1.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1710437108272698,0.8401537769282799,0.8953137876877437,-0.6148565105224999,0.009374837435404935,0.2896758058165739,-1.092937693352944,-0.6745576806615107,1.7510371529887523,-0.976563525066066,0.0794266637425508,3.0,1.0,4.0,1.0,2.0,3.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073439221201974,-0.5052746561479536,0.3542794748471122,-0.07303785335596177,-2.4338777281781434,-1.7711551100586682,-0.6912302348011908,-1.5944988926183459,-0.6404771591372063,-0.976563525066066,-1.6615420899740658,2.0,2.0,3.0,1.0,4.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5067605655992764,-0.13833962894534452,1.2396083504045092,-0.885765839105769,0.009374837435404935,0.003948021182106815,0.9155995994058219,-0.21458707468309265,0.15669427823811324,-0.10624860726743034,0.0794266637425508,2.0,3.0,4.0,2.0,3.0,3.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1710437108272698,0.8401537769282799,1.485533038059342,-0.07303785335596177,0.9545539512260023,1.1772273714369619,-1.092937693352944,0.24538353129532472,0.15669427823811324,1.4667193431560928,1.2301444176720675,3.0,3.0,3.0,3.0,2.0,3.0,2.0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8361068534887502,-0.9945213590847658,1.6330878506522413,-0.885765839105769,0.009374837435404935,0.003948021182106815,-0.6912302348011908,-0.6745576806615107,-0.6404771591372063,0.4028529834629872,0.0794266637425508,2.0,3.0,3.0,1.0,2.0,3.0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2837293265180925,0.8401537769282799,1.485533038059342,-0.34394718193923085,0.5622691754677592,0.8914995868024942,2.1207219750610813,1.1653247432521594,-0.6404771591372063,1.634381228329841,0.949911040600859,4.0,3.0,3.0,2.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5067605655992764,-0.9945213590847658,0.10835478719227967,-0.34394718193923085,-0.935804276355192,-0.3644191610940013,-1.092937693352944,-1.1345282866399282,-0.6404771591372063,0.4028529834629872,-0.281856995190024,4.0,2.0,2.0,1.0,2.0,2.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9551630360621057,-0.8722096833505628,-1.2196385261438158,-1.156675167689038,0.7059393246235809,0.2896758058165739,1.317307057957575,0.3987070666214634,0.9538657156134327,1.634381228329841,-1.6615420899740658,4.0,3.0,2.0,3.0,3.0,2.0,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1710437108272698,0.9624654526624828,1.3871631629974088,-0.07303785335596177,0.40165961319364796,0.8914995868024942,0.11218468230231556,0.7053541372737421,-0.6404771591372063,-0.10624860726743034,0.949911040600859,4.0,3.0,3.0,2.0,1.0,4.0,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5003899987167435,0.35090707399146764,-0.9737138384889834,-1.156675167689038,-1.488698614387546,-1.7711551100586682,0.11218468230231556,-0.6745576806615107,0.9538657156134327,-0.976563525066066,-1.6615420899740658,4.0,2.0,3.0,1.0,4.0,1.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1710437108272698,-0.13833962894534452,-0.6786042133031844,-0.885765839105769,1.2588336626559347,1.4106839701467737,-0.6912302348011908,0.7053541372737421,1.7510371529887523,0.4028529834629872,1.2301444176720675,4.0,3.0,3.0,2.0,3.0,4.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5075405630327636,-0.7498980076163597,1.6330878506522413,-1.156675167689038,2.3339782351675797,0.5231324045263861,-0.6912302348011908,-0.21458707468309265,-0.6404771591372063,2.034231419738255,0.949911040600859,3.0,1.0,3.0,5.0,2.0,3.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7305718021139476,0.7178421011940768,1.3871631629974088,-1.156675167689038,0.40165961319364796,0.8914995868024942,-0.2895227762494376,0.24538353129532472,-0.6404771591372063,-0.10624860726743034,0.949911040600859,2.0,3.0,2.0,3.0,1.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16467314394473687,-0.9945213590847658,0.6985740375638777,-0.6148565105224999,1.3468387269842452,1.5131759552613238,-0.6912302348011908,0.7053541372737421,0.15669427823811324,1.2731679012616228,1.4591117585265925,3.0,4.0,3.0,3.0,1.0,2.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5067605655992764,-0.26065130467954756,1.2396083504045092,-0.34394718193923085,1.1647546229385308,1.0423167878706656,-0.6912302348011908,0.3987070666214634,0.15669427823811324,1.0442451339701715,1.0978280995940177,3.0,4.0,2.0,2.0,3.0,3.0,2.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0662886568859542,-0.7498980076163597,0.2559095997851792,1.2815087895603836,0.21957550914793383,0.5231324045263861,-0.6912302348011908,-0.6745576806615107,0.15669427823811324,-0.976563525066066,0.3596600408137587,1.0,4.0,4.0,2.0,4.0,2.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5067605655992764,-0.8722096833505628,-1.02289877601995,-0.6148565105224999,0.7059393246235809,0.5231324045263861,-1.092937693352944,-0.06126353935695343,0.9538657156134327,-0.10624860726743034,0.7822165099733523,3.0,4.0,3.0,2.0,2.0,3.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1781942751432897,-0.9945213590847658,1.1904234128735427,-0.6148565105224999,-1.488698614387546,-1.7711551100586682,-0.6912302348011908,-1.4411753572922066,0.15669427823811324,-0.10624860726743034,-1.6615420899740658,2.0,2.0,2.0,1.0,3.0,3.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27657876220207245,-0.3829629804137506,-1.1704535886128495,-0.07303785335596177,0.40165961319364796,0.8914995868024942,0.5138921408540688,-0.21458707468309265,1.7510371529887523,-0.10624860726743034,0.949911040600859,1.0,4.0,2.0,3.0,1.0,1.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.618666183856612,-0.7498980076163597,0.3542794748471122,-0.885765839105769,-0.935804276355192,-0.3644191610940013,2.522429433612835,-0.21458707468309265,0.15669427823811324,0.4028529834629872,-0.281856995190024,4.0,2.0,3.0,3.0,3.0,1.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7377223664299675,-0.01602795321114146,-1.318008401205749,2.36514610389346,-0.543519500596949,-0.3644191610940013,-0.6912302348011908,-1.1345282866399282,0.15669427823811324,0.4028529834629872,-0.281856995190024,2.0,1.0,3.0,1.0,4.0,3.0,2.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.052767525687401326,-0.9945213590847658,-0.9737138384889834,-1.156675167689038,1.2588336626559347,-0.8836035444382807,0.9155995994058219,1.0120012079260203,-0.6404771591372063,2.143482819060259,0.949911040600859,4.0,1.0,2.0,3.0,3.0,3.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05913809256993423,-0.26065130467954756,-0.039200025400619835,0.7396901323938455,0.21957550914793383,-0.3644191610940013,-0.2895227762494376,-0.36791061000923186,2.5482085903640717,-0.976563525066066,-0.7910577131157575,4.0,2.0,3.0,1.0,4.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7305718021139476,-0.26065130467954756,-0.8753439634270505,-0.885765839105769,0.21957550914793383,0.2896758058165739,-0.6912302348011908,-0.6745576806615107,0.15669427823811324,-0.10624860726743034,-0.7910577131157575,3.0,2.0,2.0,1.0,2.0,2.0,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6122956169740791,-0.6275863318821566,-0.38349458811738535,-1.156675167689038,1.8416985526246843,1.9298683534910528,-0.6912302348011908,1.7786188845567168,0.15669427823811324,2.143482819060259,1.8203954174591674,2.0,3.0,3.0,5.0,4.0,4.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.388484380459408,0.8401537769282799,-0.7277891508341509,-0.34394718193923085,-1.488698614387546,-1.7711551100586682,1.317307057957575,-0.06126353935695343,2.5482085903640717,-0.976563525066066,-1.6615420899740658,4.0,1.0,2.0,2.0,3.0,4.0,3.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.618666183856612,1.0847771283966858,1.1412384753425762,0.4687808038105764,-1.488698614387546,-1.7711551100586682,-1.092937693352944,-1.2878518219660675,0.9538657156134327,-0.976563525066066,-1.6615420899740658,5.0,4.0,4.0,1.0,1.0,3.0,3.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.388484380459408,1.207088804130889,1.6330878506522413,-0.07303785335596177,0.40165961319364796,-0.3644191610940013,2.1207219750610813,0.7053541372737421,-0.6404771591372063,0.7640663105312053,0.949911040600859,2.0,3.0,3.0,2.0,4.0,3.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16467314394473687,-0.01602795321114146,0.2559095997851792,1.0105994609771145,0.009374837435404935,-0.3644191610940013,-0.2895227762494376,-0.06126353935695343,-2.234820033887845,-0.976563525066066,0.0794266637425508,2.0,2.0,3.0,1.0,4.0,4.0,4.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5075405630327636,0.35090707399146764,0.5510192249709782,-1.156675167689038,-0.935804276355192,-0.3644191610940013,0.5138921408540688,0.8586776725998816,0.15669427823811324,0.4028529834629872,-0.7910577131157575,3.0,3.0,3.0,3.0,4.0,4.0,3.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8424774203712831,-0.9945213590847658,-1.2196385261438158,-0.6148565105224999,0.8359047833446286,0.8914995868024942,-0.6912302348011908,-0.06126353935695343,-1.4376485965125256,-0.976563525066066,1.2301444176720675,1.0,4.0,3.0,2.0,3.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9543830386286186,-0.01602795321114146,0.5510192249709782,0.7396901323938455,-0.935804276355192,-0.3644191610940013,0.9155995994058219,-0.6745576806615107,-0.6404771591372063,0.4028529834629872,-0.281856995190024,3.0,3.0,3.0,1.0,3.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2837293265180925,1.5740238313334982,-0.38349458811738535,-1.156675167689038,1.8416985526246843,1.9298683534910528,0.11218468230231556,2.0852659552089947,0.15669427823811324,1.0442451339701715,0.949911040600859,3.0,4.0,3.0,4.0,4.0,2.0,3.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8424774203712831,0.9624654526624828,-0.7277891508341509,-0.6148565105224999,0.8359047833446286,1.1772273714369619,-0.6912302348011908,-0.06126353935695343,0.15669427823811324,-0.976563525066066,1.2301444176720675,3.0,2.0,2.0,3.0,1.0,1.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.388484380459408,-0.8722096833505628,-0.18675483799351936,-0.885765839105769,-2.4338777281781434,-1.7711551100586682,0.9155995994058219,-0.8278812159876497,-0.6404771591372063,-0.976563525066066,-1.6615420899740658,4.0,2.0,3.0,2.0,2.0,4.0,3.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5067605655992764,-0.5052746561479536,-0.9245289009580169,-0.34394718193923085,-0.23923978916701666,-0.8836035444382807,0.11218468230231556,-0.36791061000923186,-0.6404771591372063,-0.976563525066066,0.0794266637425508,2.0,1.0,4.0,1.0,3.0,1.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7313517995474346,0.22859539825726463,0.7969439126258108,1.2815087895603836,0.009374837435404935,-0.3644191610940013,2.1207219750610813,-0.21458707468309265,0.15669427823811324,-0.10624860726743034,0.3596600408137587,4.0,4.0,3.0,2.0,3.0,2.0,3.0
